title,artist,album,release_date,genre,rank,chartyear
추억의 밤,이치현,이치현의 표현 1,1986,발라드,30,1986

사랑 그리고 이별,신계행,사랑이 온다,1986,발라드,31,1986

괜찮아,이선희,아! 옛날이여,1986,발라드,32,1986

이 어둠의 이슬픔,도시의 그림자,제7회 '86 MBC 강변가요제,1986,발라드,33,1986

님,김정호,김정호 골든,1986,성인가요/트로트,34,1986

내가 좋아하는 화가,정희정,제9회 '85 MBC 대학가요제,1986,록/메탈,35,1986

내사랑 울보,전영록,전영록 Golden,1986,발라드,36,1986

우리에겐,노사연,노사연 1집,1986,성인가요/트로트,37,1986

젊음의 노트,유미리,제7회 '86 MBC 강변가요제,1986,발라드,38,1986

사랑해요,고은희,청춘시대 G,1986,성인가요/트로트,39,1986

그순간,김범룡,김범룡 1집,1986,성인가요/트로트,40,1986

빛바랜 사랑,오선과 한음,나그네 / 빛바랜 사랑,1986,포크/블루스,41,1986

짱아야,강석호,웅석 신인가수 모집 남녀 당선자 기념 앨범,1986,성인가요/트로트,42,1986

"애고,도솔천아",정태춘,북한강에서,1986,포크/블루스,43,1986

소나기는 왜 내리나요,최헌,골든 베스트,1986,성인가요/트로트,44,1986

사랑과 평화,유지연,트루바도,1986,포크/블루스,45,1986

미소를 띄우며 나를 보낸 그 모습처럼,이은하,이은하 The Golden Best,1986,댄스,46,1986

황홀한 고백,윤수일,골든 힛트곡 모음집 (사랑만은 않겠어요),1986,성인가요/트로트,47,1986

별비,남인숙,별비/사랑을 읽어 보았어요/당신의 사랑을/님이여,1986,성인가요/트로트,48,1986

사랑 그 아름답고 소중한 얘기들 (CF - 포스코 For happiness 편),배철수,사랑 이야기,1986,록/메탈,49,1986

비둘기에게,시인과 촌장,푸른 돛,1986,포크/블루스,50,1986

슬픈 인연,Nami (나미),Nami Best 'My Story And... 45',1986,성인가요/트로트,51,1986

그러나 당신 미워요,유만종,유만종,1986,성인가요/트로트,52,1986

아이스크림 사랑,임병수,임병수 2집 (사랑이란 말은 너무너무 흔해/하얀 갈대),1986,댄스,53,1986

아빠와 크레파스,배따라기,배따라기 베스트,1986,포크/블루스,54,1986

파란나라,혜은이,혜은이 - 열정 / 파란나라,1986,성인가요/트로트,55,1986

이상의 날개,이미키,젊은이를 위한 음악시리즈 - 대학가의 戀歌,1986,발라드,56,1986

스잔(Original Ver.),김승진,무사지심,1986,발라드,57,1986

오늘밤엔,규리,골든힛트,1986,발라드,58,1986

눈물의 의미,정수라,아버지의 의자 / 눈물의 의미,1986,발라드,59,1986

나의 옛날이야기,조덕배,인생(人生),1986,발라드,60,1986

아베마리아,김승덕,그대 얼굴 바라볼 수 있다면,1986,발라드,61,1986

아그네스,김세화,잠자는 인형,1986,성인가요/트로트,62,1986

지금,조영남,우리 사랑,1986,발라드,63,1986

어둠속에서,백두산,Too Fast! Too Loud! Too Heavy!,1986,록/메탈,64,1986

킬리만자로의 표범,조용필,조용필 8집 (Remastered),1986,성인가요/트로트,65,1986

옛날에 옛날에,양희은,Memories,1986,포크/블루스,66,1986

님 떠나가네,김범룡,김범룡 2집,1986,성인가요/트로트,67,1986

유리벽 찻집,배따라기,배따라기 베스트,1986,포크/블루스,68,1986

어서 말을 해,해바라기,89 해바라기 (사랑으로 / 사랑의 진실 / 나는 자유인인가),1986,포크/블루스,69,1986

님 떠난 후,장덕,장덕,1986,발라드,70,1986

사랑이란 말은 너무너무 흔해,임병수,임병수 2집 (사랑이란 말은 너무너무 흔해/하얀 갈대),1986,댄스,71,1986

바람이 전하는 말,조용필,조용필 8집 (Remastered),1986,성인가요/트로트,72,1986

카페에서,최진희,최진희 골든 히트앨범,1986,성인가요/트로트,73,1986

그저 바라볼수만 있어도,유익종,유익종 Best,1986,성인가요/트로트,74,1986

휘파람,이문세,이문세 골든 15,1986,발라드,75,1986

물레야,김지애,물레야 / 사나이라면,1986,성인가요/트로트,76,1986

고독한연인,김수희,김수희 5,1986,성인가요/트로트,77,1986

슬픔을 주고간 사람,오복,풀잎같은 여자/또 하나의 계절이 갈때,1986,성인가요/트로트,78,1986

건널수 없는 강,한영애,한영애,1986,포크/블루스,79,1986

희야,부활,Rock Will Never Die,1986,록/메탈,80,1986

영동부르스,김연자,톱가수 16인의 힛트곡 1집,1986,"발라드, 성인가요/트로트",81,1986

겨울 비는 내리고,김범룡,김범룡 1집,1986,성인가요/트로트,82,1986

친구라 하네,한마음,낭만포크 2,1986,포크/블루스,83,1986

지금도 눈감으면,김승덕,김승덕의 모든것,1986,발라드,84,1986

수요일엔 빨간 장미를,다섯손가락,다섯손가락 골든 힛트곡 모음,1986,발라드,85,1986

크게 라디오를 켜고,시나위,Heavy Metal Sinawe,1986,록/메탈,86,1986

하나는 외로워,들국화,들국화 2집,1986,록/메탈,87,1986

사랑도 추억도 I,방미,방미 10,1986,발라드,88,1986

진달래,하덕규,젊음의 노래 16 히트곡 모음 4,1986,발라드,89,1986

그대 떠나는 날 비가 오는가,산울림,그대 떠나는 날 비가 오는가?,1986,록/메탈,90,1986

그댈 잊었나,임지훈,서정 (敍情),1986,포크/블루스,91,1986

꽃반지,위금자,행복 / Happiness,1986,성인가요/트로트,92,1986

돌이와 순이,김수철,생각나는 사람,1986,록/메탈,93,1986

너나 좋아해 나너 좋아해,현이와 덕이,현이와 덕이,1986,발라드,94,1986

북한강에서,정태춘,북한강에서,1986,포크/블루스,95,1986

끝이 없는 순간,이수만,뉴에이지,1986,발라드,96,1986

가시나무 새,오청수,가시나무새 / 순애,1986,성인가요/트로트,97,1986

지금은 가지 마세요,김수희,김수희,1986,성인가요/트로트,98,1986

내마음의 보석상자,해바라기,89 해바라기 (사랑으로 / 사랑의 진실 / 나는 자유인인가),1986,포크/블루스,99,1986

"당신때문에 (연인극장 '그대, 봄을 그리는 나무' 주제곡)",김수철,김수철 영화음악 하나,1986,국내영화,100,1986

사랑이 지나가면,이문세,이문세 골든 15,1987,발라드,1,1987

알고 싶어요,이선희,이선희 3집 (Remastered),1987,발라드,2,1987

꿈에,조덕배,꿈에,1987,발라드,3,1987

내마음의 보석상자,해바라기,89 해바라기 (사랑으로 / 사랑의 진실 / 나는 자유인인가),1987,포크/블루스,4,1987

사랑하기에,이정석,사랑하기에...,1987,발라드,5,1987

님 떠난 후,장덕,장덕,1987,발라드,6,1987

참새의 하루,송창식,송창식 골든 제3집,1987,포크/블루스,7,1987

사랑의 슬픔,이치현과 벗님들,이치현과 벗님들 전집,1987,"발라드, 록/메탈",8,1987

그날,김연숙,홀로 남으면,1987,성인가요/트로트,9,1987

희야,부활,Rock Will Never Die,1987,록/메탈,10,1987

개똥벌레,신형원,신형원 베스트 1982-2000,1987,포크/블루스,11,1987

내일이 찾아와도,서울패밀리,내일이 찾아와도 / 애모,1987,성인가요/트로트,12,1987

슬픔 그뒤에 오는 고독,조덕배,꿈에,1987,성인가요/트로트,13,1987

영,이선희,이선희 3집 (Remastered),1987,댄스,14,1987

풀잎사랑,최성수,"1집 남남, 애수",1987,발라드,15,1987

고독한 DJ,이재성,촛불잔치,1987,댄스,16,1987

카페와 여인,김범룡,김범룡 3집,1987,성인가요/트로트,17,1987

애수,최성수,"1집 남남, 애수",1987,발라드,18,1987

그녀의 웃음소리뿐,이문세,이문세 골든 15,1987,발라드,19,1987

하늘이여,김학래,김학래 전집,1987,성인가요/트로트,20,1987

나홀로 뜰 앞에서,김완선,나홀로 뜰 앞에서,1987,댄스,21,1987

외로워 외로워,구창모,구창모 3집(외로워 외로워/변명/슬픈 멜로디는 나를 울려),1987,성인가요/트로트,22,1987

남남,최성수,"1집 남남, 애수",1987,발라드,23,1987

지금 그대로의 모습으로,유열,대학가요제 GOLDEN BEST,1987,성인가요/트로트,24,1987

세월 가면,이광조,이광조 History (가까이 하기엔 너무 먼 당신),1987,발라드,25,1987

담배가게 아가씨,송창식,송창식 골든 제3집,1987,포크/블루스,26,1987

이별 이야기,이문세,이문세 골든 15,1987,발라드,27,1987

사랑의 썰물,임지훈,서정 (敍情),1987,포크/블루스,28,1987

새벽 아침,수와 진,수와진 베스트 콜렉션,1987,성인가요/트로트,29,1987

부부,부부듀엣,부부 베스트,1987,성인가요/트로트,30,1987

그저 바라볼수만 있어도,유익종,유익종 Best,1987,성인가요/트로트,31,1987

너,해바라기,89 해바라기 (사랑으로 / 사랑의 진실 / 나는 자유인인가),1987,포크/블루스,32,1987

난 어지러워요,임병수,어떻게 얘기할까요 / 난 어지러워요 / Come To Me,1987,"댄스, 성인가요/트로트",33,1987

하얀밤에,전영록,전영록 베스트 콜렉션,1987,발라드,34,1987

떠나지마,전원석,전원석,1987,포크/블루스,35,1987

사랑하기 때문에,유재하,사랑하기 때문에,1987,발라드,36,1987

이제 자야하나봐,전영록,전영록 베스트 콜렉션,1987,댄스,37,1987

방황,구창모,구창모 2집(아픈만큼 성숙해지고/방황/남남/잎새처럼),1987,록/메탈,38,1987

마도요,조용필,사랑과 인생과 나,1987,록/메탈,39,1987

어른이 된 후에 사랑은 너무 어려워,장덕,장덕,1987,발라드,40,1987

시나브로,오복,시나브로 / 미운 그대 / 깨어진 약속,1987,성인가요/트로트,41,1987

눈물의 부르스,주현미,골든 특집,1987,성인가요/트로트,42,1987

풍선,다섯손가락,다섯손가락 II,1987,록/메탈,43,1987

지금은 가지 마세요,김수희,김수희,1987,성인가요/트로트,44,1987

님 떠나가네,김범룡,김범룡 2집,1987,성인가요/트로트,45,1987

첫눈이 온다구요 ('응답하라 1988' 삽입곡),이정석,대학가요제 GOLDEN BEST,1987,성인가요/트로트,46,1987

천방지축,문희옥,문희옥 골든베스트,1987,성인가요/트로트,47,1987

경아,박혜성,박혜성 1집,1987,성인가요/트로트,48,1987

이제는,서울패밀리,서울훼밀리 베스트컬렉션,1987,발라드,49,1987

아침 이슬,김민기,Past Life Of Kim MinGi,1987,포크/블루스,50,1987

빗속의 연가,김현식,김현식 3집,1987,발라드,51,1987

현아,김범룡,김범룡 3집,1987,성인가요/트로트,52,1987

잃어버린 계절,이치현과 벗님들,이치현과 벗님들 전집,1987,록/메탈,53,1987

그 집앞,이재성,Special Album,1987,포크/블루스,54,1987

그대 떠나는 날 비가 오는가,산울림,그대 떠나는 날 비가 오는가?,1987,록/메탈,55,1987

이별이래,유열,1987 유열,1987,발라드,56,1987

내사랑 울보,전영록,전영록 Golden,1987,발라드,57,1987

새벽새,높은음자리,높은음자리 2집,1987,록/메탈,58,1987

가을사랑,신계행,사랑이 온다,1987,발라드,59,1987

그 겨울의 찻집,조용필,조용필 8집 (Remastered),1987,성인가요/트로트,60,1987

사랑할순 없는지,다섯손가락,다섯손가락 골든 힛트곡 모음,1987,발라드,61,1987

내 마음 별과 같이,현철,골든 히트,1987,성인가요/트로트,62,1987

가까이 하기엔 너무 먼 당신,이광조,이광조 History (가까이 하기엔 너무 먼 당신),1987,발라드,63,1987

소녀,이문세,이문세 골든 15,1987,발라드,64,1987

이 어둠의 이슬픔,도시의 그림자,제7회 '86 MBC 강변가요제,1987,발라드,65,1987

홀로된 사랑,여운,애심 (哀心),1987,포크/블루스,66,1987

외로운 밤은 싫어,높은음자리,높은음자리 1집,1987,발라드,67,1987

촛불잔치,이재성,촛불잔치,1987,댄스,68,1987

난 네가 좋아,김승진,줄리엣,1987,발라드,69,1987

성숙,민해경,Jump '90,1987,댄스,70,1987

아디오스 내 사랑,임병수,어떻게 얘기할까요 / 난 어지러워요 / Come To Me,1987,"발라드, 성인가요/트로트",71,1987

어둠은 걷히고,이선희,이선희 3집 (Remastered),1987,발라드,72,1987

가버린 당신,최진희,베스트 카페,1987,성인가요/트로트,73,1987

상처,임희숙,골든 힛트곡 모음,1987,성인가요/트로트,74,1987

오늘은 어떤 일이,손현희,노래찾기 하나,1987,발라드,75,1987

내가 왜 웁니까,주현미,힛트곡 전집,1987,성인가요/트로트,76,1987

사랑하고 만거야,이수만,뉴에이지,1987,발라드,77,1987

내 인생을 찾아서,민해경,민해경 Since... 1981 에센셜앨범,1987,댄스,78,1987

골목길,이재민,묻지마,1987,성인가요/트로트,79,1987

그때 뒷모습,백영규,백영규 9집,1987,발라드,80,1987

영어 선생님,강인원,강인원 노래 모음집,1987,발라드,81,1987

사랑한후에 (응답하라 1988 삽입곡),전인권,전인권 1집 - 파랑새,1987,록/메탈,82,1987

일곱송이 수선화,양희은,양희은이 처음부른 노래들,1987,포크/블루스,83,1987

착각,최민호,별,1987,포크/블루스,84,1987

"시작곡, 북소리",전인권,1979~1987 추억들국화,1987,록/메탈,85,1987

난 너에게,정수라,톱가수 16인의 힛트곡 1집,1987,발라드,86,1987

어떻게 얘기할까요,임병수,어떻게 얘기할까요 / 난 어지러워요 / Come To Me,1987,"발라드, 성인가요/트로트",87,1987

서로 사랑해,듀엣사랑,서로 사랑해 / 우리의 사랑을,1987,성인가요/트로트,88,1987

바람이 전하는 말,조용필,조용필 8집 (Remastered),1987,성인가요/트로트,89,1987

슬픔만 주고,김범룡,김범룡 2집,1987,성인가요/트로트,90,1987

그대 발길 머무는 곳에,조용필,사랑과 인생과 나,1987,성인가요/트로트,91,1987

나이팅게일,김상배,굿맨,1987,성인가요/트로트,92,1987

굿바이 내사랑,이승미,제1회MBC신인가요제,1987,발라드,93,1987

달빛 창가에서,도시아이들,도시아이들,1987,댄스,94,1987

"그래요, 잘못은 내게 있어요",이선희,아! 옛날이여,1987,발라드,95,1987

동행,최성수,최성수 Golden Best,1987,성인가요/트로트,96,1987

도시의 삐에로,박혜성,언젠가 때가 오면,1987,성인가요/트로트,97,1987

해 저문 길에서,시나위,Down And Up,1987,록/메탈,98,1987

이별을 띄울래요,규리,골든힛트,1987,댄스,99,1987

미소를 띄우며 나를 보낸 그 모습처럼,이은하,이은하 The Golden Best,1987,댄스,100,1987

비처럼 음악처럼,김현식,김현식 3집,1988,발라드,1,1988

울고 싶어라,사랑과 평화,사랑과 평화 3집,1988,록/메탈,2,1988

사랑하면 안되나,김학래,사랑하면 안되나,1988,발라드,3,1988

바라볼 수 없는 그대,양수경,사랑은 창밖에 빗물같아요,1988,발라드,4,1988

거리에서,김광석,Collection: My Way 1964/1996,1988,포크/블루스,5,1988

내 그리운 나라,임지훈,서정 (敍情),1988,포크/블루스,6,1988

"돌고, 돌고, 돌고",전인권,전인권 1집 - 파랑새,1988,록/메탈,7,1988

이밤을 다시 한 번,조하문,이 밤을 다시 한번/눈오는 밤,1988,발라드,8,1988

저녁놀,전영록,전영록 베스트 콜렉션,1988,발라드,9,1988

지난날,유재하,사랑하기 때문에,1988,발라드,10,1988

동행,최성수,최성수 Golden Best,1988,성인가요/트로트,11,1988

그 이유가 내겐 아픔이었네,이지연,그때는 어렸나봐요 / 안개모습,1988,발라드,12,1988

사랑이 저만치 가네,김종찬,사랑이 저만치 가네,1988,발라드,13,1988

사랑의 썰물,임지훈,서정 (敍情),1988,포크/블루스,14,1988

신사동 그사람,주현미,신사동 그 사람/스카이라운지에서,1988,성인가요/트로트,15,1988
